pl_name,hostname,discoverymethod,disc_year,disc_facility,disc_telescope,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_lum,st_dens,rastr,ra,decstr,dec,sy_dist,sy_vmag
CoRoT-2 b,CoRoT-2,Transit,2008,CoRoT,0.27 m CoRoT Telescope,1.7429935,0.02798,16.432,1102.82,1.47,0.0143,88.08,G,5625,0.91,0.96,-0.131,1.814,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.283,12.516
CoRoT-20 b,CoRoT-20,Transit,2011,CoRoT,0.27 m CoRoT Telescope,9.24285,0.09,9.416,1366.669,8.87,0.59,88.21,G2 V,5880,1.02,1.14,0.17,1.51,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.061,14.63
CoRoT-20 c,CoRoT-20,Radial Velocity,2018,Multiple Observatories,Multiple Telescopes,1675,2.9,12.2,5403.11,16.4,0.6,,G2 V,4947.5,1.37,1.14,0.006,1.51,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.061,14.63
CoRoT-21 b,CoRoT-21,Transit,2012,CoRoT,0.27 m CoRoT Telescope,2.72474,0.0417,14.572,718.2958,1.36,0,86.8,F8 IV,6200,1.95,1.29,0.705,0.255,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,1398.834197,16.058
CoRoT-22 b,CoRoT-22,Transit,2014,CoRoT,0.27 m CoRoT Telescope,9.75598,0.092,4.88,12.2,0.249,0.077,89.749,G3 V,5939,1.14,1.1,0.014,1.027,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.158,13.82
CoRoT-23 b,CoRoT-23,Transit,2011,CoRoT,0.27 m CoRoT Telescope,3.6313,0.048,11.77,889.9,3,0.16,85.7,G0 V,5900,1.61,1.14,0.087,0.5,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.97,15.675
CoRoT-24 b,CoRoT-24,Transit,2014,CoRoT,0.27 m CoRoT Telescope,5.1134,0.056,3.7,5.7,0.9,0,86.5,K1 V,4950,0.86,0.91,-0.601,1.94863,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,15.383
CoRoT-24 c,CoRoT-24,Transit,2014,CoRoT,0.27 m CoRoT Telescope,11.759,0.098,5,28,1.3,0,89,K1 V,4950,0.86,0.91,-0.601,1.94863,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,15.383
CoRoT-25 b,CoRoT-25,Transit,2013,CoRoT,0.27 m CoRoT Telescope,4.86069,0.0578,12.11,85.81,0.15,0,84.5,F9,6040,1.19,1.09,0.141,0.64637,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.48,14.79
CoRoT-26 b,CoRoT-26,Transit,2013,CoRoT,0.27 m CoRoT Telescope,4.20474,0.0526,14.12,165.26,0.28,0,86.8,G5,5590,1.79,1.09,0.451,,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.18,15.861
CoRoT-27 b,CoRoT-27,Transit,2014,CoRoT,0.27 m CoRoT Telescope,3.57532,0.0476,11.287,3302.11,12.6,0.065,86.7,G2,5900,1.08,1.05,-0.166,1.24,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.28,15.774
CoRoT-28 b,CoRoT-28,Transit,2015,CoRoT,0.27 m CoRoT Telescope,5.20851,0.0603,10.705,153.82972,0.69,0.047,88.1,G8/9 IV,5150,1.78,1.01,0.388,0.27,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.183,13.783
CoRoT-29 b,CoRoT-29,Transit,2015,CoRoT,0.27 m CoRoT Telescope,2.85057,0.0386,10.088,270.1555,1.45,0.082,87.3,K0 V,5260,0.9,0.97,-0.094,1.825,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.507,15.408
CoRoT-3 b,CoRoT-3,Transit,2008,CoRoT,0.27 m CoRoT Telescope,4.2568,0.05783,11.32,6883.91,26.4,0,85.9,F3 V,6740,1.56,1.37,0.391,0.431,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.771,13.448
CoRoT-30 b,CoRoT-30,Transit,2020,CoRoT,0.27 m CoRoT Telescope,9.06005,0.0844,11.31,921.707,3.45,0.007,90,G3 V,5650,0.91,0.98,-0.197,1.54162,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.23,15.571
CoRoT-31 b,CoRoT-31,Transit,2020,CoRoT,0.27 m CoRoT Telescope,4.62941,0.0586,16.365,266.9772,0.33,0.02,83.2,G2 IV,5700,2.15,1.25,0.398,0.1518,06h19m16.98s,94.820735,-04d25m20.27s,-4.4222978,2005.76,15.479
CoRoT-35 b,CoRoT-35,Transit,2022,CoRoT,0.27 m CoRoT Telescope,3.22748,0.0429,18.831,349.61125,0.29,0,84.1,F6 V,6390,1.65,1.01,0.362,0.44716,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,1123.21,15.635
CoRoT-36 b,CoRoT-36,Transit,2022,CoRoT,0.27 m CoRoT Telescope,5.616531,0.066,15.805,216.12332,0.25,0,85.83,F3 V,6730,1.52,1.32,0.813,0.23732,18h31m00.24s,277.7510149,+07d11m00.05s,7.1833465,925.958,13.126
CoRoT-4 b,CoRoT-4,Transit,2008,CoRoT,0.27 m CoRoT Telescope,9.20205,0.09,13.34,228.83,0.525,0,90,F,6190,1.17,1.16,0.185,1.11,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.412,13.652
CoRoT-5 b,CoRoT-5,Transit,2009,CoRoT,0.27 m CoRoT Telescope,4.0378962,0.04947,15.558,148.42,0.217,0.09,85.83,F9 V,6100,1.19,1,0.18,1.01,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.472,14.043
CoRoT-6 b,CoRoT-6,Transit,2009,CoRoT,0.27 m CoRoT Telescope,8.886593,0.0855,13.068,940.74,2.32,0.1,89.07,F9 V,6090,1.03,1.05,0.026,1.31,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.294,13.961
CoRoT-7 b,CoRoT-7,Transit,2009,CoRoT,0.27 m CoRoT Telescope,0.85359163,0.017016,1.681,4.07661,9.355,0,80.1,G9 V,5275,0.83,0.82,-0.289,2,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906,11.728
CoRoT-7 c,CoRoT-7,Radial Velocity,2009,CoRoT,0.27 m CoRoT Telescope,3.698,0.046,2.83,8.4,2.04,0,80,G9 V,5256,0.86,0.9,-0.289,1.96324,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906,11.728
CoRoT-7 d,CoRoT-7,Radial Velocity,2022,La Silla Observatory,3.6 m ESO Telescope,8.966,4.315844842,4.31,17.142,1.18,,,G9 V,5250,0.84,0.92,-0.292,2.354,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906,11.728
CoRoT-8 b,CoRoT-8,Transit,2010,CoRoT,0.27 m CoRoT Telescope,6.21229,0.063,6.39,69.92,1.6,0,88.4,K1 V,5080,0.77,0.88,-0.4,2.7,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.037,14.792
CoRoT-9 b,CoRoT-9,Transit,2009,CoRoT,0.27 m CoRoT Telescope,95.272656,0.4021,11.949,266.9772,0.86,0.133,89.9,G3 V,5625,0.96,0.96,-0.254,1.51,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.98,13.637
CoRoTID 223977153 b,CoRoTID 223977153,Transit,2017,CoRoT,0.27 m CoRoT Telescope,6.71837,0.071,6.389,47.6745,1.1,,89,G0 VI,5970,0.79,1.08,-0.155,1.57283,06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953,576.683,13.626
DE CVn b,DE CVn,Eclipse Timing Variations,2018,Multiple Facilities,Multiple Telescopes,4098.1,5.75,12.4,3823.2733,11,0,86,M,3579,0.42,0.51,-1.574,7.71066,13h26m52.97s,201.7207198,+45d32m43.96s,45.5455449,30.5225,12.956
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,Astrometry,2013,Paranal Observatory,8.2 m ESO VLT UT1 Antu Telescope,246.36,0.36,11.9,9057.77,29.5,0.345,56.6,L1.5,3000,0.784570379,0.07,-1.346787486,,08h23m02.90s,125.7620668,-49d12m01.08s,-49.2003008,20.77,0
DH Tau b,DH Tau,Imaging,2004,Subaru Telescope,8.2 m Subaru Telescope,5994.747701,330,30.264,3496,0.693,,,M0.5,4371,0.27,0.33,-0.212,0.37705,04h29m41.56s,67.4231674,+26d32m57.80s,26.5493897,134.846,13.98
DMPP-1 b,DMPP-1,Radial Velocity,2019,La Silla Observatory,3.6 m ESO Telescope,18.57,0.1462,5.29,24.27,0.901,0.083,,F8 V,6196,1.26,1.21,0.32,0.81281,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,7.98
DMPP-1 c,DMPP-1,Radial Velocity,2019,La Silla Observatory,3.6 m ESO Telescope,6.584,0.0733,3.06,9.6,1.84,0.057,,F8 V,6196,1.26,1.21,0.32,0.81281,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,7.98
DMPP-1 d,DMPP-1,Radial Velocity,2019,La Silla Observatory,3.6 m ESO Telescope,2.882,0.0422,1.65,3.35,4.1,0.07,,F8 V,6196,1.26,1.21,0.32,0.81281,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,7.98
DMPP-1 e,DMPP-1,Radial Velocity,2019,La Silla Observatory,3.6 m ESO Telescope,5.516,0.0651,1.86,4.13,3.53,0.07,,F8 V,6196,1.26,1.21,0.32,0.81281,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388,7.98
DMPP-2 b,DMPP-2,Radial Velocity,2019,Multiple Facilities,Multiple Telescopes,5.2072,0.0664,14.3,138.89171,0.261,0.078,,F5 V,6500,1.78,1.44,0.104,0.24354,01h49m37.86s,27.407731,-34d27m32.75s,-34.4590985,137.94,8.57
DMPP-3 A b,DMPP-3 A,Radial Velocity,2019,La Silla Observatory,3.6 m ESO Telescope,6.6732,0.0662,1.41,2.58,5.06,0.14,,K0 V,5138,0.91,0.87,-0.293,,06h06m29.85s,91.624382,-72d30m45.6s,-72.5126648,45.23,9.066
DMPP-4 b,DMPP-4,Radial Velocity,2023,Multiple Observatories,Multiple Telescopes,3.4982,0.04853,3.53,12.2,1.52,0.063,,F5-F8 V,6400,1.38,1.25,0.459,0.64076,19h34m19.84s,293.5826648,+51d14m08.90s,51.2358069,25.3284,5.72936
DP Leo b,DP Leo,Eclipse Timing Variations,2009,Yunnan Astronomical Observatory,2.4 m Lijiang Station Telescope,10220,8.19,12.7,1995.88832,5.35,0.39,,B,13500,0.01,0.69,-2.4,,11h17m15.89s,169.3162193,+17d57m41.66s,17.9615717,305.684,18.6837
DS Tuc A b,DS Tuc A,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,8.138268,4.045957579,5.7,413.179,1.80836E+11,0,89.5,G6 V,5428,0.96,1.01,-0.14,2.4,23h39m39.71s,354.9154673,-69d11m45.75s,-69.196043,44.0622,8.17
EPIC 201170410.02,EPIC 201170410,Transit,2020,K2,0.95 m Kepler Telescope,6.7987,0.0349,1.047,1.15,5.51,0,89.002,M,3648,0.28,0.29,-1.9,,11h20m33.81s,170.1408561,-04d48m25.21s,-4.8070039,134,17.6984
EPIC 201238110 b,EPIC 201238110,Transit,2019,K2,0.95 m Kepler Telescope,28.1656,9.257193424,1.87,4.16,3.5,,,M,3587,0.37,0.41,-1.508,6.73294,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,159.259,16.014
EPIC 201427007 b,EPIC 201427007,Transit,2021,K2,0.95 m Kepler Telescope,0.72091,0.803996269,1.5,2.86,4.66,,88.5,G,5633,0.94,0.93,-0.049,1.02055,12h18m24.51s,184.6021322,-00d33m04.64s,-0.5512886,706.391,14.321
EPIC 201497682 b,EPIC 201497682,Transit,2019,K2,0.95 m Kepler Telescope,2.13174,1.656365424,0.692,0.26,4.31,,,K,4991,0.55,0.78,-0.766,3.22926,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606,253.026,13.948
EPIC 201595106 b,EPIC 201595106,Transit,2021,K2,0.95 m Kepler Telescope,0.877214,0.916368959,1.3,2.24,5.6,,89.2,G,5820,0.93,1.02,-0.026,1.47541,12h14m52.89s,183.7203635,+01d58m05.41s,1.9681688,232.1,11.746
EPIC 201615463 c,K2-166,Transit,2019,K2,0.95 m Kepler Telescope,3.80464,2.437113262,1.22,1.98,5.99,,,G,5942.5,1.6,1.07,0.458,0.42293,12h20m45.14s,185.1880932,+02d16m56.56s,2.2823788,476.882,12.081
EPIC 201754305 d,K2-16,Transit,2019,K2,0.95 m Kepler Telescope,2.71578,1.946538765,1.03,1.08,5.43,,,K3 V,4761,0.54,0.67,-0.761,2.95996,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311,334.967,14.668
EPIC 201757695.02,EPIC 201757695,Transit,2020,K2,0.95 m Kepler Telescope,2.0478,0.0296,0.908,0.688,5.05,0,89.276,K,4520,0.66,0.73,-0.364,,11h35m45.24s,173.9385102,+04d36m59.15s,4.6164303,577.6,14.974
EPIC 201833600 c,K2-50,Transit,2019,K2,0.95 m Kepler Telescope,3.96151,2.503651277,1,0.972,5.34,,,K,4292.67,0.63,0.61,-0.874,2.55179,11h17m56.08s,169.483654,+05d59m17.84s,5.988289,257.443,14.705
EPIC 201841433 b,EPIC 201841433,Transit,2019,K2,0.95 m Kepler Telescope,4.1698,0.035,1.04,1.12,5.47,,89.001,K,5053,0.63,0.8,-0.635,2.65207,11h40m49.62s,175.206752,+06d08m05.33s,6.1348146,436.488,14.983
EPIC 205950854 c,K2-168,Transit,2019,K2,0.95 m Kepler Telescope,8.050722,4.016889517,1.31,2.27,5.55,,89.81,G,5502.7,0.83,0.88,-0.176,1.2704,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863,243.935,12.365
EPIC 206024342 b,EPIC 206024342,Transit,2019,K2,0.95 m Kepler Telescope,4.50756,2.728732798,1.7,3.53,3.95,,,G,5724,0.82,0.93,-0.17,2.3828,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.888,13.096
EPIC 206024342 c,EPIC 206024342,Transit,2021,K2,0.95 m Kepler Telescope,0.911724,0.940247653,1.4,2.54,5.09,,91.7,G,5724,1.1,0.93,-0.17,2.3828,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.888,13.096
EPIC 206024342 d,EPIC 206024342,Transit,2021,K2,0.95 m Kepler Telescope,14.647531,5.986545448,2.6,7.27,2.27,,90,G,5724,1.1,0.93,-0.17,2.3828,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.888,13.096
EPIC 206032309 b,EPIC 206032309,Transit,2019,K2,0.95 m Kepler Telescope,2.87814,2.023366756,1.01,1.01,5.39,,,M,3489,0.37,0.22,-1.73,9.77858,22h44m57.71s,341.2404563,-13d54m04.04s,-13.9011223,161.365,17.89
EPIC 206042996 b,EPIC 206042996,Transit,2019,K2,0.95 m Kepler Telescope,5.2986,3.039303639,1.7,3.53,3.95,,90.5,K,4114,0.5,0.57,-0.98,2.90458,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.769,16.59
EPIC 206042996 c,EPIC 206042996,Transit,2021,K2,0.95 m Kepler Telescope,0.354884,0.501253725,1.2,1.87,5.95,,89.9,K,4114,0.5,0.57,-0.98,2.90458,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475,451.769,16.59
EPIC 206215704 b,EPIC 206215704,Transit,2019,K2,0.95 m Kepler Telescope,2.255436,1.719835881,1,0.972,5.34,,89.9,M,3297,0.25,0.41,-2.088,19.87982,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112,109.888,17.83
EPIC 206317286 b,EPIC 206317286,Transit,2019,K2,0.95 m Kepler Telescope,1.58252,1.357999067,0.96,0.84,5.22,,,K,4864,0.67,0.71,-0.593,2.51975,22h30m28.28s,337.6178427,-07d58m20.84s,-7.972456,314.35,14.005
EPIC 206317286 c,EPIC 206317286,Transit,2022,K2,0.95 m Kepler Telescope,17.515472,6.744471078,2.094,5.03,3.01,,,K,4752,0.76,0.83,-0.593,2.51975,22h30m28.28s,337.6178427,-07d58m20.84s,-7.972456,314.35,14.005
EPIC 211822797 b,EPIC 211822797,Transit,2016,K2,0.95 m Kepler Telescope,21.1701963,0.1195,1.92,4.35,3.38,0.06,89.73,M0,4057,0.58,0.62,-1.153,3.87972,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744,186.197,15.133
EPIC 211945201 b,EPIC 211945201,Transit,2018,K2,0.95 m Kepler Telescope,19.49221,0.1493,5.76,27,0.65,0,87.9,G0,6069,1.39,1.17,0.373,2.253,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565,181.69,10.154
EPIC 212297394 b,EPIC 212297394,Transit,2019,K2,0.95 m Kepler Telescope,2.289363,1.737039815,1.48,2.79,4.73,,,K,5171,0.8,0.83,-0.505,2.50384,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.395,14.611
EPIC 212297394 c,EPIC 212297394,Transit,2016,K2,0.95 m Kepler Telescope,5.213965,3.006852153,2.27,5.77,2.71,,,K,5171,0.8,0.83,-0.467,2.50384,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985,418.395,14.611
EPIC 212424622 b,EPIC 212424622,Transit,2019,K2,0.95 m Kepler Telescope,18.0983,6.893268397,2.17,5.35,2.88,,,G,5782.33,1.22,1.11,0.179,0.84195,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358,611.804,13.441
EPIC 212499991 b,EPIC 212499991,Transit,2019,K2,0.95 m Kepler Telescope,34.885,10.67642413,1.6,3.19,4.28,,,K,4982.79,0.76,0.91,-0.497,2.81669,13h29m57.30s,202.488752,-12d44m05.19s,-12.7347749,283.29,13.672
EPIC 212587672 b,EPIC 212587672,Transit,2019,K2,0.95 m Kepler Telescope,15.28078,6.157867626,1.26,2.13,5.85,,,F,6004,0.98,0.99,0.006,1.85888,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.07,12.488
EPIC 212587672 c,EPIC 212587672,Transit,2016,K2,0.95 m Kepler Telescope,23.228555,8.141069508,2.32,5.99,2.64,,89.421,F,6004,0.98,0.99,0.038,1.85888,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468,320.07,12.488
EPIC 212624936 b,EPIC 212624936,Transit,2021,K2,0.95 m Kepler Telescope,0.578657,0.694407081,1.2,1.87,5.95,,90.3,G,5765,0.93,1,-0.124,1.85537,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.929,13.976
EPIC 212624936 c,EPIC 212624936,Transit,2021,K2,0.95 m Kepler Telescope,11.811437,5.186429656,2.3,5.9,2.66,,90,G,5765,0.93,1,-0.124,1.85537,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852,561.929,13.976
EPIC 212737443 b,EPIC 212737443,Transit,2019,K2,0.95 m Kepler Telescope,13.603,0.098,2.586,7.2,2.29,0.2,89.071,K3,4684,0.67,0.69,-0.751,3.19,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.25,14.81
EPIC 212737443 c,EPIC 212737443,Transit,2019,K2,0.95 m Kepler Telescope,65.55,0.28,2.69,7.7,2.17,0.2,89.63,K3,4684,0.67,0.69,-0.804,3.19,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577,336.25,14.81
EPIC 220492298 b,EPIC 220492298,Transit,2021,K2,0.95 m Kepler Telescope,0.762406,0.834559945,0.99,0.937,5.31,,92.6,G,5620,0.89,0.95,-0.009,0.97092,01h07m02.76s,16.7615005,+06d35m19.67s,6.588798,624.512,13.991
EPIC 220554210 c,K2-282,Transit,2019,K2,0.95 m Kepler Telescope,0.70531,0.79235541,1.6,3.19,4.28,,91.3,G,5499,1,0.94,-0.215,1.442,00h53m43.72s,13.4321524,+07d59m43.05s,7.9952914,496.289,14.21
EPIC 220674823 b,EPIC 220674823,Transit,2016,K2,0.95 m Kepler Telescope,0.571292,0.01326,1.725,8.21,8.77,0,86.4,G5 V,5532,0.99,0.95,-0.119,1.35,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101
EPIC 220674823 c,EPIC 220674823,Transit,2016,K2,0.95 m Kepler Telescope,13.3397,0.1083,2.836,8.9,2.12,0.13,89.35,G5 V,5532,0.99,0.95,-0.119,1.35,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051,244.59,12.101
EPIC 228836835 b,EPIC 228836835,Transit,2021,K2,0.95 m Kepler Telescope,0.728113,0.80934283,1.1,1.37,5.66,,89.7,K,3782,0.32,0.42,-1.612,7.73989,12h38m17.98s,189.5748998,-05d14m40.65s,-5.2446247,150.124,16.77
EPIC 229004835 b,EPIC 229004835,Transit,2023,K2,0.95 m Kepler Telescope,16.141132,0.1237,2.332,10.4,4.49,0.23,88.08,G,5868,1,0.97,0.03,1.52564,12h25m56.65s,186.4860415,-01d24m17.00s,-1.4047214,121.971,10.23
EPIC 246851721 b,EPIC 246851721,Transit,2018,K2,0.95 m Kepler Telescope,6.180235,0.07229,11.781,953.49,3.1,,86.21,F5 V,6202,1.59,1.32,0.526,0.465,05h15m40.76s,78.9198197,+16d16m43.32s,16.2786991,372.632,11.237
EPIC 248847494 b,EPIC 248847494,Transit,2018,K2,0.95 m Kepler Telescope,3650,4.5,12.442,4131.79,394729024.3,0,89.87,K,4898,2.7,0.9,0.548,0.064,10h37m33.38s,159.3890808,+11d50m33.89s,11.8427484,551.886,12.353
EPIC 249893012 b,EPIC 249893012,Transit,2020,K2,0.95 m Kepler Telescope,3.5951,0.047,1.95,8.75,6.39,0.06,86.14,G8 IV/V,5430,1.71,1.05,0.356,0.298,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.296,11.429
EPIC 249893012 c,EPIC 249893012,Transit,2020,K2,0.95 m Kepler Telescope,15.624,0.13,3.67,14.67,1.62,0.07,87.94,G8 IV/V,5430,1.71,1.05,0.356,0.298,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.296,11.429
EPIC 249893012 d,EPIC 249893012,Transit,2020,K2,0.95 m Kepler Telescope,35.747,0.22,3.94,10.18,0.91,0.15,89.47,G8 IV/V,5430,1.71,1.05,0.356,0.298,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.296,11.429
FU Tau b,FU Tau,Imaging,2008,Spitzer Space Telescope,0.85 m Spitzer Space Telescope,22627.417,800,12.2,5085.28,15.4,,,M7.25,2838,1.848176219,0.05,-0.699,,04h23m35.40s,65.8974962,+25d03m02.42s,25.0506711,133.4950466,0
G 196-3 b,G 196-3,Imaging,2024,European Space Agency (ESA) Gaia Satellite,1.45 m x 0.5 m Telescope,6547.900427,350,12,8263.53858,26.3,,,M,3517,0.52,0.52,-1.425,5.13923,10h04m21.23s,151.0884754,+50d23m10.25s,50.3861806,21.7912,11.672
G 264-012 b,G 264-012,Radial Velocity,2021,Calar Alto Observatory,3.5 m telescope,2.30538,0.02279,1.39,2.5,5.12,,,M4.0 V,3326,0.3,0.3,-1.972,13.25922,21h46m41.27s,326.6719598,+66d48m13.85s,66.803848,16.009,13.078
G 264-012 c,G 264-012,Radial Velocity,2021,Calar Alto Observatory,3.5 m telescope,8.0518,0.0525,1.76,3.75,3.78,,,M4.0 V,3326,0.3,0.3,-1.972,13.25922,21h46m41.27s,326.6719598,+66d48m13.85s,66.803848,16.009,13.078
G 9-40 b,G 9-40,Transit,2019,K2,0.95 m Kepler Telescope,5.746007,0.0385,2.025,11.7,2.82938E+15,0,88.57,M2.5 V,3348,0.31,0.29,-1.971,14.11,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961,27.9276,13.821
GJ 1002 b,GJ 1002,Radial Velocity,2022,Multiple Observatories,Multiple Telescopes,10.3465,0.0457,1.03,1.08,5.43,,,M5.5 V,3024,0.14,0.12,-2.852,55.44255,00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123,4.84867,13.76
GJ 1002 c,GJ 1002,Radial Velocity,2022,Multiple Observatories,Multiple Telescopes,21.202,0.0738,1.1,1.36,5.61,,,M5.5 V,3024,0.14,0.12,-2.852,55.44255,00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123,4.84867,13.76
GJ 1061 b,GJ 1061,Radial Velocity,2020,La Silla Observatory,3.6 m ESO Telescope,3.204,0.021,1.1,1.37,5.66,0.31,,M5.5 V,2953,0.16,0.12,-2.77,47.5619,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.67278,12.7
GJ 1061 c,GJ 1061,Radial Velocity,2020,La Silla Observatory,3.6 m ESO Telescope,6.689,0.035,1.18,1.74,5.82,0.29,,M5.5 V,2953,0.16,0.12,-2.77,47.5619,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.67278,12.7
GJ 1061 d,GJ 1061,Radial Velocity,2020,La Silla Observatory,3.6 m ESO Telescope,13.031,0.054,1.16,1.64,5.77,0.53,,M5.5 V,2953,0.16,0.12,-2.77,47.5619,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.67278,12.7
GJ 1132 b,GJ 1132,Transit,2015,Cerro Tololo Inter-American Observatory,MEarth-South telescope array,1.62892911,0.0157,1.192,1.83705,5.97,0.0118,88.16,M4.5 V,3229,0.22,0.19,-2.321,25.3,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.613,13.68
GJ 1132 c,GJ 1132,Radial Velocity,2018,La Silla Observatory,3.6 m ESO Telescope,8.929,0.0476,1.43,2.64,4.96,0.27,,M4.5 V,3270,0.21,0.18,-2.359,23.78462,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358,12.613,13.68
GJ 1148 b,GJ 1148,Radial Velocity,2010,W. M. Keck Observatory,10 m Keck I Telescope,41.38,0.166,11.9,96.7,0.315,0.38,,M5,3287,0.36,0.34,-1.869,10.52554,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143,11.939
GJ 1148 c,GJ 1148,Radial Velocity,2017,Calar Alto Observatory,3.5 m telescope,532.58,0.912,9.71,68.06,0.409,0.342,,M5,3287,0.36,0.34,-1.869,10.52554,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862,11.0143,11.939
GJ 1151 c,GJ 1151,Radial Velocity,2023,Multiple Facilities,Multiple Telescopes,389.7,0.5714,3.25,10.62,1.7,,,M 4.5V,3280,0.18,0.16,-2.48,29.34709,11h50m55.32s,177.7304866,+48d22m23.64s,48.3732334,8.03625,13.76
GJ 1214 b,GJ 1214,Transit,2009,MEarth Project,0.4 m MEarth Telescope,1.58040453,0.01505,2.733,8.41,2.26,0.0062,88.98,M4 V,3101,0.22,0.18,-2.409,25.41,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795,14.6427,15.1
GJ 1252 b,GJ 1252,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.5182331,0.00915,1.193,1.32,4.2,0,85,M3,3458,0.39,0.38,-1.708,8.99304,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865,20.373,12.68
GJ 1265 b,GJ 1265,Radial Velocity,2018,Calar Alto Observatory,3.5 m telescope,3.6511,0.026,2.63,7.4,2.24,0.04,,M4.5 V,3236,0.19,0.18,-2.439,,22h13m43.79s,333.4324675,-17d41m13.42s,-17.6870623,10.2525,14.01
